,pearson,spearman,kendall,combined_pvalue,feature,target
0,0.0,0.0,2.3721032543630646e-295,0.0,MAX_AVG_LOAD_SHIFT_1,MAX_AVG_LOAD
1,4.203618571306341e-245,2.64446450049254e-248,5.58731363324821e-210,0.0,MAX_AVG_LOAD_SHIFT_2,MAX_AVG_LOAD
2,1.493070902966958e-195,2.213146049442154e-204,3.986318273810904e-177,0.0,MAX_AVG_LOAD_SHIFT_3,MAX_AVG_LOAD
